id,sub_skill,difficulty,text,option_a,option_b,option_c,option_d,correct_answer
ratio_proportion_006,Ratio & Proportion,1,Divide 15 in the ratio 3:2. What is the smaller share?,9,6,11,1,6
ratio_proportion_007,Ratio & Proportion,1,Divide 60 in the ratio 7:5. What is the smaller share?,30,25,35,20,25
ratio_proportion_008,Ratio & Proportion,2,Divide 28 in the ratio 1:3. What is the smaller share?,21,2,7,12,7
ratio_proportion_009,Ratio & Proportion,2,Divide 78 in the ratio 6:7. What is the smaller share?,41,42,36,31,36
ratio_proportion_010,Ratio & Proportion,3,Divide 8 in the ratio 1:1. What is the smaller share?,4,-1,9,8,4
ratio_proportion_011,Ratio & Proportion,3,Divide 91 in the ratio 5:8. What is the smaller share?,56,35,30,40,35
ratio_proportion_012,Ratio & Proportion,4,Divide 55 in the ratio 8:3. What is the smaller share?,10,40,15,20,15
ratio_proportion_013,Ratio & Proportion,4,Divide 81 in the ratio 5:4. What is the smaller share?,41,36,31,45,36
ratio_proportion_014,Ratio & Proportion,5,Divide 48 in the ratio 3:5. What is the smaller share?,13,23,30,18,18
ratio_proportion_015,Ratio & Proportion,5,Divide 105 in the ratio 8:7. What is the smaller share?,44,49,56,54,49
averages_006,Averages,1,"Find the average of: 14, 23, 24.",21,22,19,20.3,20.3
averages_007,Averages,1,"Find the average of: 21, 19, 15, 19.",18.5,20,19,17,18.5
averages_008,Averages,2,"Find the average of: 14, 27, 19, 14, 39.",22,22.6,24,25,22.6
averages_009,Averages,2,"Find the average of: 11, 37, 22, 38.",29,28,27,26,27
averages_010,Averages,3,"Find the average of: 17, 15, 24.",20,18.7,18,21,18.7
averages_011,Averages,3,"Find the average of: 47, 27, 30.",34.7,37,36,34,34.7
averages_012,Averages,4,"Find the average of: 44, 18, 27, 15, 30.",28,26.8,26,29,26.8
averages_013,Averages,4,"Find the average of: 49, 13, 49.",36,39,37,38,37
averages_014,Averages,5,"Find the average of: 55, 51, 47.",51,52,50,53,51
averages_015,Averages,5,"Find the average of: 42, 42, 13.",33,31,32.3,34,32.3
mixtures_alligations_006,Mixtures & Alligations,1,7 liters of a solution costing 20/liter is mixed with 5 liters costing 50/liter. What is the price per liter of the mixture (nearest integer)?,27,35,32,37,32
mixtures_alligations_007,Mixtures & Alligations,1,6 liters of a solution costing 10/liter is mixed with 7 liters costing 60/liter. What is the price per liter of the mixture (nearest integer)?,32,37,35,42,37
mixtures_alligations_008,Mixtures & Alligations,2,6 liters of a solution costing 20/liter is mixed with 6 liters costing 80/liter. What is the price per liter of the mixture (nearest integer)?,45,55,50,53,50
mixtures_alligations_009,Mixtures & Alligations,2,3 liters of a solution costing 40/liter is mixed with 7 liters costing 80/liter. What is the price per liter of the mixture (nearest integer)?,63,60,68,73,68
mixtures_alligations_010,Mixtures & Alligations,3,3 liters of a solution costing 30/liter is mixed with 8 liters costing 50/liter. What is the price per liter of the mixture (nearest integer)?,46,40,45,50,45
mixtures_alligations_011,Mixtures & Alligations,3,3 liters of a solution costing 30/liter is mixed with 3 liters costing 60/liter. What is the price per liter of the mixture (nearest integer)?,45,40,48,50,45
mixtures_alligations_012,Mixtures & Alligations,4,6 liters of a solution costing 20/liter is mixed with 4 liters costing 80/liter. What is the price per liter of the mixture (nearest integer)?,44,39,50,49,44
mixtures_alligations_013,Mixtures & Alligations,4,5 liters of a solution costing 40/liter is mixed with 4 liters costing 70/liter. What is the price per liter of the mixture (nearest integer)?,53,48,55,58,53
mixtures_alligations_014,Mixtures & Alligations,5,6 liters of a solution costing 30/liter is mixed with 8 liters costing 60/liter. What is the price per liter of the mixture (nearest integer)?,52,42,47,45,47
mixtures_alligations_015,Mixtures & Alligations,5,2 liters of a solution costing 10/liter is mixed with 5 liters costing 50/liter. What is the price per liter of the mixture (nearest integer)?,44,30,39,34,39
partnership_006,Partnership,1,"A and B invest in the ratio 7:4. If the total profit is 2057, find A's share.",1279,1309,748,1339,1309
partnership_007,Partnership,1,"A and B invest in the ratio 1:1. If the total profit is 328, find A's share.",134,164,194,184,164
partnership_008,Partnership,2,"A and B invest in the ratio 5:8. If the total profit is 1768, find A's share.",1088,650,680,710,680
partnership_009,Partnership,2,"A and B invest in the ratio 1:1. If the total profit is 302, find A's share.",181,151,171,121,151
partnership_010,Partnership,3,"A and B invest in the ratio 1:3. If the total profit is 628, find A's share.",157,127,187,471,157
partnership_011,Partnership,3,"A and B invest in the ratio 2:3. If the total profit is 795, find A's share.",477,288,348,318,318
partnership_012,Partnership,4,"A and B invest in the ratio 7:9. If the total profit is 1296, find A's share.",729,567,537,597,567
partnership_013,Partnership,4,"A and B invest in the ratio 3:8. If the total profit is 583, find A's share.",129,189,424,159,159
partnership_014,Partnership,5,"A and B invest in the ratio 5:6. If the total profit is 1309, find A's share.",565,625,595,714,595
partnership_015,Partnership,5,"A and B invest in the ratio 1:1. If the total profit is 204, find A's share.",122,72,102,132,102
time_distance_006,Time & Distance,1,A vehicle travels at 60 km/h for 2.5 hours. What distance does it cover?,160,210,150,90,150
time_distance_007,Time & Distance,1,A vehicle travels at 50 km/h for 1 hours. What distance does it cover?,50,100,0,60,50
time_distance_008,Time & Distance,2,A vehicle travels at 60 km/h for 3 hours. What distance does it cover?,120,180,240,190,180
time_distance_009,Time & Distance,2,A vehicle travels at 60 km/h for 1.5 hours. What distance does it cover?,150,30,100,90,90
time_distance_010,Time & Distance,3,A vehicle travels at 50 km/h for 3 hours. What distance does it cover?,100,160,200,150,150
time_distance_011,Time & Distance,3,A vehicle travels at 90 km/h for 2 hours. What distance does it cover?,190,90,180,270,180
time_distance_012,Time & Distance,4,A vehicle travels at 80 km/h for 1.5 hours. What distance does it cover?,40,130,200,120,120
time_distance_013,Time & Distance,4,A vehicle travels at 90 km/h for 1.5 hours. What distance does it cover?,45,225,145,135,135
time_distance_014,Time & Distance,5,A vehicle travels at 50 km/h for 2.5 hours. What distance does it cover?,135,75,125,175,125
time_distance_015,Time & Distance,5,A vehicle travels at 60 km/h for 1 hours. What distance does it cover?,60,120,0,70,60
trains_006,Trains,1,A train 150 m long is running at 60 km/h. How many seconds does it take to cross a stationary pole?,14,9,7,11,9
trains_007,Trains,1,A train 150 m long is running at 36 km/h. How many seconds does it take to cross a stationary pole?,17,13,20,15,15
trains_008,Trains,2,A train 180 m long is running at 90 km/h. How many seconds does it take to cross a stationary pole?,7,12,5,9,7
trains_009,Trains,2,A train 100 m long is running at 45 km/h. How many seconds does it take to cross a stationary pole?,13,6,8,10,8
trains_010,Trains,3,A train 150 m long is running at 45 km/h. How many seconds does it take to cross a stationary pole?,17,10,14,12,12
trains_011,Trains,3,A train 200 m long is running at 45 km/h. How many seconds does it take to cross a stationary pole?,16,18,21,14,16
trains_012,Trains,4,A train 200 m long is running at 72 km/h. How many seconds does it take to cross a stationary pole?,8,10,12,15,10
trains_013,Trains,4,A train 180 m long is running at 36 km/h. How many seconds does it take to cross a stationary pole?,23,16,20,18,18
trains_014,Trains,5,A train 150 m long is running at 54 km/h. How many seconds does it take to cross a stationary pole?,8,15,12,10,10
trains_015,Trains,5,A train 100 m long is running at 60 km/h. How many seconds does it take to cross a stationary pole?,11,4,6,8,6
boats_streams_006,Boats & Streams,1,A boat's speed in still water is 18 km/h and the stream's speed is 4 km/h. Find the downstream speed.,24,14,19,22,22
boats_streams_007,Boats & Streams,1,A boat's speed in still water is 18 km/h and the stream's speed is 3 km/h. Find the downstream speed.,23,15,21,18,21
boats_streams_008,Boats & Streams,2,A boat's speed in still water is 15 km/h and the stream's speed is 2 km/h. Find the downstream speed.,13,17,19,14,17
boats_streams_009,Boats & Streams,2,A boat's speed in still water is 15 km/h and the stream's speed is 5 km/h. Find the downstream speed.,17,10,20,22,20
boats_streams_010,Boats & Streams,3,A boat's speed in still water is 20 km/h and the stream's speed is 2 km/h. Find the downstream speed.,22,24,19,18,22
boats_streams_011,Boats & Streams,3,A boat's speed in still water is 20 km/h and the stream's speed is 5 km/h. Find the downstream speed.,25,27,22,15,25
boats_streams_012,Boats & Streams,4,A boat's speed in still water is 20 km/h and the stream's speed is 3 km/h. Find the downstream speed.,23,20,25,17,23
boats_streams_013,Boats & Streams,4,A boat's speed in still water is 18 km/h and the stream's speed is 2 km/h. Find the downstream speed.,22,20,17,16,20
boats_streams_014,Boats & Streams,5,A boat's speed in still water is 15 km/h and the stream's speed is 3 km/h. Find the downstream speed.,20,18,15,12,18
boats_streams_015,Boats & Streams,5,A boat's speed in still water is 10 km/h and the stream's speed is 4 km/h. Find the downstream speed.,14,6,11,16,14
time_work_006,Time & Work,1,"A can finish a job in 10 days and B can finish it in 20 days. Working together, how many days will they take (nearest 0.1)?",8.7,5.7,6.7,7.7,6.7
time_work_007,Time & Work,1,"A can finish a job in 24 days and B can finish it in 40 days. Working together, how many days will they take (nearest 0.1)?",16.0,17.0,15.0,14.0,15.0
time_work_008,Time & Work,2,"A can finish a job in 10 days and B can finish it in 40 days. Working together, how many days will they take (nearest 0.1)?",9.0,10.0,8.0,7.0,8.0
time_work_009,Time & Work,2,"A can finish a job in 10 days and B can finish it in 15 days. Working together, how many days will they take (nearest 0.1)?",8.0,6.0,5.0,7.0,6.0
time_work_010,Time & Work,3,"A can finish a job in 24 days and B can finish it in 15 days. Working together, how many days will they take (nearest 0.1)?",11.2,8.2,9.2,10.2,9.2
time_work_011,Time & Work,3,"A can finish a job in 15 days and B can finish it in 40 days. Working together, how many days will they take (nearest 0.1)?",12.9,11.9,10.9,9.9,10.9
time_work_012,Time & Work,4,"A can finish a job in 15 days and B can finish it in 15 days. Working together, how many days will they take (nearest 0.1)?",9.5,6.5,8.5,7.5,7.5
time_work_013,Time & Work,4,"A can finish a job in 24 days and B can finish it in 30 days. Working together, how many days will they take (nearest 0.1)?",12.3,14.3,15.3,13.3,13.3
time_work_014,Time & Work,5,"A can finish a job in 12 days and B can finish it in 24 days. Working together, how many days will they take (nearest 0.1)?",10.0,8.0,7.0,9.0,8.0
time_work_015,Time & Work,5,"A can finish a job in 20 days and B can finish it in 40 days. Working together, how many days will they take (nearest 0.1)?",13.3,15.3,14.3,12.3,13.3
pipes_cisterns_006,Pipes & Cisterns,1,"A pipe fills a tank in 10 hours; a leak drains it in 24 hours. With both open, how long to fill the tank (nearest 0.1 hours)?",17.1,16.1,18.1,19.1,17.1
pipes_cisterns_007,Pipes & Cisterns,1,"A pipe fills a tank in 8 hours; a leak drains it in 12 hours. With both open, how long to fill the tank (nearest 0.1 hours)?",24.0,23.0,26.0,25.0,24.0
pipes_cisterns_008,Pipes & Cisterns,2,"A pipe fills a tank in 10 hours; a leak drains it in 20 hours. With both open, how long to fill the tank (nearest 0.1 hours)?",21.0,19.0,20.0,22.0,20.0
pipes_cisterns_009,Pipes & Cisterns,2,"A pipe fills a tank in 8 hours; a leak drains it in 15 hours. With both open, how long to fill the tank (nearest 0.1 hours)?",18.1,16.1,17.1,19.1,17.1
pipes_cisterns_010,Pipes & Cisterns,3,"A pipe fills a tank in 5 hours; a leak drains it in 20 hours. With both open, how long to fill the tank (nearest 0.1 hours)?",5.7,8.7,6.7,7.7,6.7
pipes_cisterns_011,Pipes & Cisterns,3,"A pipe fills a tank in 4 hours; a leak drains it in 8 hours. With both open, how long to fill the tank (nearest 0.1 hours)?",10.0,9.0,8.0,7.0,8.0
pipes_cisterns_012,Pipes & Cisterns,4,"A pipe fills a tank in 8 hours; a leak drains it in 20 hours. With both open, how long to fill the tank (nearest 0.1 hours)?",13.3,12.3,15.3,14.3,13.3
pipes_cisterns_013,Pipes & Cisterns,4,"A pipe fills a tank in 4 hours; a leak drains it in 12 hours. With both open, how long to fill the tank (nearest 0.1 hours)?",8.0,5.0,6.0,7.0,6.0
pipes_cisterns_014,Pipes & Cisterns,5,"A pipe fills a tank in 5 hours; a leak drains it in 15 hours. With both open, how long to fill the tank (nearest 0.1 hours)?",6.5,7.5,9.5,8.5,7.5
pipes_cisterns_015,Pipes & Cisterns,5,"A pipe fills a tank in 6 hours; a leak drains it in 12 hours. With both open, how long to fill the tank (nearest 0.1 hours)?",14.0,13.0,11.0,12.0,12.0
linear_equations_006,Linear Equations,1,Solve for x: 7x + 7 = 56,6,8,9,7,7
linear_equations_007,Linear Equations,1,Solve for x: 3x + 17 = 41,7,8,10,9,8
linear_equations_008,Linear Equations,2,Solve for x: 9x + 20 = 83,7,9,6,8,7
linear_equations_009,Linear Equations,2,Solve for x: 5x + 14 = 39,6,7,5,4,5
linear_equations_010,Linear Equations,3,Solve for x: 3x + 20 = 32,3,5,6,4,4
linear_equations_011,Linear Equations,3,Solve for x: 4x + 8 = 44,9,11,8,10,9
linear_equations_012,Linear Equations,4,Solve for x: 6x + 16 = 148,21,23,22,24,22
linear_equations_013,Linear Equations,4,Solve for x: 9x + 18 = 171,16,19,18,17,17
linear_equations_014,Linear Equations,5,Solve for x: 4x + 6 = 18,5,2,4,3,3
linear_equations_015,Linear Equations,5,Solve for x: 2x + 11 = 35,14,13,12,11,12
quadratic_equations_006,Quadratic Equations,1,Find the larger root of: x^2 - 9x + 18 = 0,3,5,6,7,6
quadratic_equations_007,Quadratic Equations,1,Find the larger root of: x^2 - 6x + 8 = 0,3,4,2,5,4
quadratic_equations_008,Quadratic Equations,2,Find the larger root of: x^2 - 7x + 10 = 0,5,6,4,2,5
quadratic_equations_009,Quadratic Equations,2,Find the larger root of: x^2 - 10x + 21 = 0,3,8,7,6,7
quadratic_equations_010,Quadratic Equations,3,Find the larger root of: x^2 - 15x + 56 = 0,7,10,9,8,8
quadratic_equations_011,Quadratic Equations,3,Find the larger root of: x^2 - 8x + 12 = 0,7,5,6,2,6
quadratic_equations_012,Quadratic Equations,4,Find the larger root of: x^2 - 5x + 6 = 0,4,3,5,2,3
quadratic_equations_013,Quadratic Equations,4,Find the larger root of: x^2 - 8x + 16 = 0,5,3,6,4,4
quadratic_equations_014,Quadratic Equations,5,Find the larger root of: x^2 - 12x + 32 = 0,9,8,7,4,8
quadratic_equations_015,Quadratic Equations,5,Find the larger root of: x^2 - 14x + 45 = 0,9,5,10,8,9
progressions_006,Progressions,1,An arithmetic progression starts at 1 with common difference 2. Find the 10th term.,21,19,20,17,19
progressions_007,Progressions,1,An arithmetic progression starts at 7 with common difference 3. Find the 11th term.,37,38,40,34,37
progressions_008,Progressions,2,An arithmetic progression starts at 8 with common difference 2. Find the 5th term.,16,17,18,14,16
progressions_009,Progressions,2,An arithmetic progression starts at 3 with common difference 5. Find the 10th term.,48,53,43,49,48
progressions_010,Progressions,3,An arithmetic progression starts at 6 with common difference 2. Find the 10th term.,26,22,25,24,24
progressions_011,Progressions,3,An arithmetic progression starts at 6 with common difference 3. Find the 12th term.,39,42,40,36,39
progressions_012,Progressions,4,An arithmetic progression starts at 8 with common difference 3. Find the 14th term.,50,47,44,48,47
progressions_013,Progressions,4,An arithmetic progression starts at 10 with common difference 2. Find the 11th term.,31,30,28,32,30
progressions_014,Progressions,5,An arithmetic progression starts at 1 with common difference 5. Find the 11th term.,46,51,56,52,51
progressions_015,Progressions,5,An arithmetic progression starts at 7 with common difference 5. Find the 13th term.,72,67,68,62,67
basic_geometry_006,Basic Geometry,1,"In a triangle, two angles are 61 degrees and 40 degrees. Find the third angle.",74,84,79,89,79
basic_geometry_007,Basic Geometry,1,"In a triangle, two angles are 65 degrees and 62 degrees. Find the third angle.",53,63,48,58,53
basic_geometry_008,Basic Geometry,2,"In a triangle, two angles are 40 degrees and 89 degrees. Find the third angle.",56,51,46,61,51
basic_geometry_009,Basic Geometry,2,"In a triangle, two angles are 54 degrees and 43 degrees. Find the third angle.",93,88,83,78,83
basic_geometry_010,Basic Geometry,3,"In a triangle, two angles are 76 degrees and 74 degrees. Find the third angle.",35,40,25,30,30
basic_geometry_011,Basic Geometry,3,"In a triangle, two angles are 30 degrees and 88 degrees. Find the third angle.",62,67,57,72,62
basic_geometry_012,Basic Geometry,4,"In a triangle, two angles are 42 degrees and 47 degrees. Find the third angle.",91,86,101,96,91
basic_geometry_013,Basic Geometry,4,"In a triangle, two angles are 77 degrees and 74 degrees. Find the third angle.",39,24,29,34,29
basic_geometry_014,Basic Geometry,5,"In a triangle, two angles are 43 degrees and 90 degrees. Find the third angle.",52,47,42,57,47
basic_geometry_015,Basic Geometry,5,"In a triangle, two angles are 81 degrees and 33 degrees. Find the third angle.",71,66,76,61,66
mensuration_2d_006,Mensuration 2D,1,Find the area of a square with side 13.,152,174,186,169,169
mensuration_2d_007,Mensuration 2D,1,Find the area of a triangle with base 5 and height 3.,6,12,7,8,7
mensuration_2d_008,Mensuration 2D,2,Find the area of a rectangle with length 6 and width 8.,43,48,49,53,48
mensuration_2d_009,Mensuration 2D,2,Find the area of a rectangle with length 18 and width 11.,203,198,178,218,198
mensuration_2d_010,Mensuration 2D,3,Find the area of a triangle with base 12 and height 3.,20,18,23,16,18
mensuration_2d_011,Mensuration 2D,3,Find the area of a triangle with base 16 and height 14.,123,117,101,112,112
mensuration_2d_012,Mensuration 2D,4,Find the area of a rectangle with length 7 and width 9.,68,63,57,69,63
mensuration_2d_013,Mensuration 2D,4,Find the area of a square with side 18.,324,292,356,329,324
mensuration_2d_014,Mensuration 2D,5,Find the area of a square with side 14.,201,216,176,196,196
mensuration_2d_015,Mensuration 2D,5,Find the area of a rectangle with length 14 and width 5.,77,70,63,75,70
mensuration_3d_006,Mensuration 3D,1,"Find the volume of a cylinder with radius 7 and height 5 (use pi = 22/7, round to nearest integer).",847,777,693,770,770
mensuration_3d_007,Mensuration 3D,1,Find the volume of a cube with side 3.,27,30,34,24,27
mensuration_3d_008,Mensuration 3D,2,Find the volume of a cube with side 9.,736,656,802,729,729
mensuration_3d_009,Mensuration 3D,2,Find the volume of a cuboid with dimensions 10 x 6 x 2.,132,120,108,127,120
mensuration_3d_010,Mensuration 3D,3,Find the volume of a cuboid with dimensions 8 x 7 x 7.,353,431,399,392,392
mensuration_3d_011,Mensuration 3D,3,"Find the volume of a cylinder with radius 4 and height 3 (use pi = 22/7, round to nearest integer).",136,158,151,166,151
mensuration_3d_012,Mensuration 3D,4,"Find the volume of a cylinder with radius 6 and height 4 (use pi = 22/7, round to nearest integer).",408,453,460,498,453
mensuration_3d_013,Mensuration 3D,4,Find the volume of a cube with side 5.,125,113,137,132,125
mensuration_3d_014,Mensuration 3D,5,Find the volume of a cube with side 10.,900,1007,1100,1000,1000
mensuration_3d_015,Mensuration 3D,5,Find the volume of a cuboid with dimensions 10 x 4 x 2.,87,72,88,80,80
permutation_combination_006,Permutation & Combination,1,How many ways can 4 items be arranged out of 4 distinct items? (nPr),26,22,24,52,24
permutation_combination_007,Permutation & Combination,1,How many ways can 3 items be chosen out of 4 distinct items? (nCr),3,5,4,11,4
permutation_combination_008,Permutation & Combination,2,How many ways can 3 items be arranged out of 7 distinct items? (nPr),423,231,210,189,210
permutation_combination_009,Permutation & Combination,2,How many ways can 4 items be chosen out of 10 distinct items? (nCr),231,210,424,189,210
permutation_combination_010,Permutation & Combination,3,How many ways can 4 items be arranged out of 10 distinct items? (nPr),4536,5544,5040,10084,5040
permutation_combination_011,Permutation & Combination,3,How many ways can 4 items be arranged out of 6 distinct items? (nPr),724,396,360,324,360
permutation_combination_012,Permutation & Combination,4,How many ways can 2 items be chosen out of 10 distinct items? (nCr),49,45,92,41,45
permutation_combination_013,Permutation & Combination,4,How many ways can 3 items be chosen out of 12 distinct items? (nCr),242,220,198,443,220
permutation_combination_014,Permutation & Combination,5,How many ways can 3 items be chosen out of 11 distinct items? (nCr),181,333,165,149,165
permutation_combination_015,Permutation & Combination,5,How many ways can 4 items be arranged out of 13 distinct items? (nPr),17160,15444,34324,18876,17160
probability_006,Probability,1,A fair coin is tossed twice. What is the probability of getting exactly two heads?,1/2,1/4,1/3,3/4,1/4
probability_007,Probability,1,One card is drawn from a standard 52-card deck. What is the probability it is an Ace?,1/52,1/4,4/13,1/13,1/13
probability_008,Probability,2,A fair die is rolled once. What is the probability of getting a 3?,1/2,1/3,1/6,5/6,1/6
probability_009,Probability,2,A fair coin is tossed once. What is the probability of getting heads?,1/4,1/3,3/4,1/2,1/2
probability_010,Probability,3,A fair die is rolled once. What is the probability of getting a 1?,1/3,1/2,1/6,5/6,1/6
probability_011,Probability,3,A fair die is rolled once. What is the probability of getting a 2?,5/6,1/6,1/2,1/3,1/6
probability_012,Probability,4,A fair die is rolled once. What is the probability of getting a 4?,1/2,1/3,1/6,5/6,1/6
probability_013,Probability,5,A fair die is rolled once. What is the probability of getting a 6?,1/2,1/6,1/3,5/6,1/6
clocks_calendars_006,Clocks & Calendars,1,Find the angle between the hour and minute hands at 1:45.,142 degrees,172 degrees,127 degrees,157 degrees,142 degrees
clocks_calendars_007,Clocks & Calendars,1,Find the angle between the hour and minute hands at 8:30.,90 degrees,75 degrees,105 degrees,60 degrees,75 degrees
clocks_calendars_008,Clocks & Calendars,2,Find the angle between the hour and minute hands at 6:15.,128 degrees,83 degrees,98 degrees,113 degrees,98 degrees
clocks_calendars_009,Clocks & Calendars,2,Find the angle between the hour and minute hands at 3:45.,143 degrees,158 degrees,188 degrees,173 degrees,158 degrees
clocks_calendars_010,Clocks & Calendars,3,Find the angle between the hour and minute hands at 11:40.,140 degrees,125 degrees,110 degrees,95 degrees,110 degrees
clocks_calendars_011,Clocks & Calendars,3,Find the angle between the hour and minute hands at 6:30.,15 degrees,30 degrees,0 degrees,45 degrees,15 degrees
clocks_calendars_012,Clocks & Calendars,4,Find the angle between the hour and minute hands at 2:45.,172 degrees,202 degrees,157 degrees,187 degrees,172 degrees
clocks_calendars_013,Clocks & Calendars,4,Find the angle between the hour and minute hands at 7:30.,75 degrees,45 degrees,30 degrees,60 degrees,45 degrees
clocks_calendars_014,Clocks & Calendars,5,Find the angle between the hour and minute hands at 5:40.,70 degrees,85 degrees,100 degrees,55 degrees,70 degrees
clocks_calendars_015,Clocks & Calendars,5,Find the angle between the hour and minute hands at 4:15.,68 degrees,53 degrees,23 degrees,38 degrees,38 degrees
series_006,Series,1,"What comes next in the series: 3, 9, 27, 81, ?",244,243,242,364,243
series_007,Series,1,"What comes next in the series: 2, 4, 8, 16, ?",32,48,33,31,32
series_008,Series,2,"What comes next in the series: 3, 6, 12, 24, ?",48,49,72,47,48
series_009,Series,2,"What comes next in the series: 5, 9, 13, 17, ?",23,22,20,21,21
series_010,Series,3,"What comes next in the series: 3, 9, 15, 21, ?",28,27,29,26,27
series_011,Series,3,"What comes next in the series: 1, 2, 4, 8, ?",24,17,15,16,16
series_012,Series,4,"What comes next in the series: 1, 3, 9, 27, ?",80,121,82,81,81
series_013,Series,4,"What comes next in the series: 4, 8, 16, 32, ?",64,65,96,63,64
series_014,Series,5,"What comes next in the series: 4, 12, 36, 108, ?",325,323,324,486,324
series_015,Series,5,"What comes next in the series: 1, 4, 7, 10, ?",15,13,14,12,13
simplification_006,Simplification,1,Simplify: (8 + 6) x 6,79,84,89,20,84
simplification_007,Simplification,1,Simplify: (2 + 6) x 7,56,51,15,61,56
simplification_008,Simplification,2,Simplify: 11 x 7 - 5,23,72,77,67,72
simplification_009,Simplification,2,Simplify: 2 + 2 x 3,8,3,13,7,8
simplification_010,Simplification,3,Simplify: 11 + 6 x 3,29,24,20,34,29
simplification_011,Simplification,3,Simplify: 10 x 8 - 7,73,68,78,25,73
simplification_012,Simplification,4,Simplify: (9 + 11) x 9,29,175,185,180,180
simplification_013,Simplification,4,Simplify: (2 + 7) x 4,41,31,13,36,36
simplification_014,Simplification,5,Simplify: (10 + 9) x 9,166,28,176,171,171
simplification_015,Simplification,5,Simplify: 3 x 10 - 12,23,25,13,18,18
direction_sense_006,Direction Sense,1,"A person walks 6 km east, then 4 km north. How far (nearest km) is the person from the starting point?",9,5,10,7,7
direction_sense_007,Direction Sense,1,"A person walks 5 km east, then 5 km north. How far (nearest km) is the person from the starting point?",9,10,5,7,7
direction_sense_008,Direction Sense,2,"A person walks 12 km east, then 4 km north. How far (nearest km) is the person from the starting point?",13,11,16,15,13
direction_sense_009,Direction Sense,2,"A person walks 7 km east, then 7 km north. How far (nearest km) is the person from the starting point?",8,10,12,14,10
direction_sense_010,Direction Sense,3,"A person walks 8 km east, then 7 km north. How far (nearest km) is the person from the starting point?",11,15,13,9,11
direction_sense_011,Direction Sense,3,"A person walks 10 km east, then 6 km north. How far (nearest km) is the person from the starting point?",14,12,10,16,12
direction_sense_012,Direction Sense,4,"A person walks 4 km east, then 8 km north. How far (nearest km) is the person from the starting point?",9,12,7,11,9
direction_sense_013,Direction Sense,4,"A person walks 9 km east, then 8 km north. How far (nearest km) is the person from the starting point?",14,17,12,10,12
direction_sense_014,Direction Sense,5,"A person walks 9 km east, then 9 km north. How far (nearest km) is the person from the starting point?",11,15,13,18,13
direction_sense_015,Direction Sense,5,"A person walks 12 km east, then 6 km north. How far (nearest km) is the person from the starting point?",11,18,15,13,13
coding_decoding_006,Coding-Decoding,1,Each letter has been shifted forward by 2 places. Decode: 'UVWFA',YDUTS,TUVEZ,STUDY,VWXGB,STUDY
coding_decoding_007,Coding-Decoding,1,"If each letter is shifted forward by 2 places in the alphabet, how is 'MASTRR' written?",NBTUSS,OCUVTT,PDVWUU,RRTSAM,OCUVTT
coding_decoding_008,Coding-Decoding,2,Each letter has been shifted forward by 2 places. Decode: 'ECV',CAT,DBU,FDW,TAC,CAT
coding_decoding_009,Coding-Decoding,2,"If each letter is shifted forward by 2 places in the alphabet, how is 'TABLE' written?",VCDNG,ELBAT,UBCMF,WDEOH,VCDNG
coding_decoding_010,Coding-Decoding,3,Each letter has been shifted forward by 2 places. Decode: 'FQI',EPH,GOD,GRJ,DOG,DOG
coding_decoding_011,Coding-Decoding,3,"If each letter is shifted forward by 2 places in the alphabet, how is 'CHAIR' written?",RIAHC,EJCKT,DIBJS,FKDLU,EJCKT
coding_decoding_012,Coding-Decoding,4,"If each letter is shifted forward by 2 places in the alphabet, how is 'LEARN' written?",MFBSO,NRAEL,NGCTP,OHDUQ,NGCTP
coding_decoding_013,Coding-Decoding,4,Each letter has been shifted forward by 2 places. Decode: 'EJCKT',DIBJS,FKDLU,CHAIR,RIAHC,CHAIR
coding_decoding_014,Coding-Decoding,5,"If each letter is shifted forward by 2 places in the alphabet, how is 'BIRD' written?",CJSE,ELUG,DKTF,DRIB,DKTF
coding_decoding_015,Coding-Decoding,5,"If each letter is shifted forward by 2 places in the alphabet, how is 'DOG' written?",FQI,GOD,EPH,GRJ,FQI
blood_relations_006,Blood Relations,1,"If A is B's son, and B is C's son, what is A to C?",Grandson,Grandfather,Uncle,Nephew,Grandson
blood_relations_007,Blood Relations,1,"If P is Q's daughter, and Q is male, what is Q to P?",Father,Mother,Uncle,Brother,Father
blood_relations_008,Blood Relations,2,"If A is B's father, and C is B's mother, what is C to A?",Wife,Sister,Daughter,Mother,Wife
blood_relations_009,Blood Relations,2,"If X is Y's sister, and Z is Y's son, what is X to Z?",Aunt,Uncle,Mother,Cousin,Aunt
blood_relations_010,Blood Relations,3,"If M is N's father, and N is O's mother, what is M to O?",Grandfather,Grandmother,Father,Uncle,Grandfather
blood_relations_011,Blood Relations,3,"If A is the son of B, and C is also a child of B, what is A to C?",Brother,Sister,Cousin,Uncle,Brother
blood_relations_012,Blood Relations,4,A is B's mother. B is C's husband. D is B and C's son. What is A to D?,Grandmother,Mother,Aunt,Grandfather,Grandmother
blood_relations_013,Blood Relations,4,R is male. R's only sister is S. S's only son is T. What is R to T?,Uncle,Aunt,Father,Cousin,Uncle
blood_relations_014,Blood Relations,5,A is the son of B. B is the sister of C. C is the father of D. What is A to D?,Cousin,Nephew,Uncle,Brother,Cousin
blood_relations_015,Blood Relations,5,P is Q's grandfather. Q is R's mother. S is R's sister. What is P to S?,Grandfather,Father,Great-grandfather,Uncle,Grandfather
